date,time,status,stand,no
2023-05-24,00:20,At gate 00:18,W123R,UO 651
2023-05-24,00:30,At gate 00:12,N143,UO 873
2023-05-24,01:05,At gate 00:58,D301L,UO 781
2023-05-24,01:15,At gate 00:51,R15,UO 627
2023-05-24,01:25,At gate 01:21,S104,TK 9225
2023-05-24,02:00,At gate 01:54,N34,BI 3404
2023-05-24,03:10,At gate 03:54,R17,TK 9201
2023-05-24,04:40,At gate 04:40,N142,UO 623
2023-05-24,05:00,At gate 04:37,N64,CX 811
2023-05-24,05:00,At gate 04:44,N9,CX 829
2023-05-24,05:00,At gate 04:55,N8,UA 877
2023-05-24,05:10,At gate 05:17,S4,LX 9502
2023-05-24,05:15,At gate 04:49,N36,CX 676
2023-05-24,05:40,At gate 05:27,W125,TK 9222
2023-05-24,05:40,At gate 05:11,S27,MH 9211
2023-05-24,05:50,At gate 05:32,S31,AA 8902
2023-05-24,06:00,At gate 06:24,N32,AA 8931
2023-05-24,06:05,At gate 05:37,W63,AA 8918
2023-05-24,06:10,At gate 07:06,S25,CX 640
2023-05-24,06:15,At gate 06:07,S3,CX 270
2023-05-24,06:45,At gate 06:57,S49,AA 8934
2023-05-24,06:50,At gate 06:54,N30,AA 8885
2023-05-24,06:55,At gate 06:28,S47,CX 260
2023-05-24,06:55,At gate 07:03,S23,CX 382
2023-05-24,07:00,At gate 06:26,S41,AA 8888
2023-05-24,07:20,At gate 07:20,S33,LH 7014
2023-05-24,07:30,At gate 08:00,N24,BA 4146
2023-05-24,07:30,At gate 07:48,W69,QF 8237
2023-05-24,07:45,At gate 07:42,R17,TK 9226
2023-05-24,07:55,At gate 07:50,N62,CX 252
2023-05-24,08:10,At gate 08:27,W71,5J 272
2023-05-24,08:30,At gate 08:22,N9,5J 150
2023-05-24,08:50,At gate 09:24,S29,HX 1819
2023-05-24,08:55,At gate 08:58,N10,5J 240
2023-05-24,09:10,At gate 09:10,R15,CX 449
2023-05-24,09:10,At gate 09:07,W42,AA 8944
2023-05-24,09:15,At gate 09:18,N36,CI 601
2023-05-24,09:45,At gate 09:46,W44,5J 110
2023-05-24,09:45,At gate 09:31,N24,FD 515
2023-05-24,09:55,At gate 10:09,S41,CX 407
2023-05-24,09:55,At gate 09:37,S43,CX 624
2023-05-24,10:05,At gate 10:04,N26,TR 980
2023-05-24,10:05,At gate 10:20,N10,CI 903
2023-05-24,10:10,At gate 10:11,W40,PR 300
2023-05-24,10:10,At gate 10:30,S11,FD 508
2023-05-24,10:15,At gate 10:47,R13,HU 8510
2023-05-24,10:15,At gate 11:06,R21,UO 625
2023-05-24,10:25,At gate 11:09,W46,CX 738
2023-05-24,10:30,At gate 11:11,N9,AF 8405
2023-05-24,10:30,At gate 10:24,N68,CX 912
2023-05-24,10:30,At gate 10:26,R17,FM 3025
2023-05-24,10:50,At gate 11:07,N70,MU 2901
2023-05-24,11:00,At gate 11:16,S29,DL 7886
2023-05-24,11:00,At gate 10:52,S25,MU 721
2023-05-24,11:05,At gate 11:18,N36,CA 6507
2023-05-24,11:10,At gate 11:19,N24,AK 138
2023-05-24,11:15,At gate 11:22,N7,CA 101
2023-05-24,11:20,At gate 11:30,N5,SQ 874
2023-05-24,11:30,At gate 11:36,S1,CX 983
2023-05-24,11:30,At gate 12:14,R18,CX 5227
2023-05-24,11:30,At gate 11:17,W63,MF 8655
2023-05-24,11:40,At gate 14:28,R17,UO 131
2023-05-24,11:45,At gate 11:41,W40,WY 5902
2023-05-24,11:50,At gate 11:26,W69,CA 103
2023-05-24,11:50,At gate 11:49,W44,FM 3021
2023-05-24,11:55,At gate 11:39,N26,CA 3855
2023-05-24,12:10,At gate 12:58,S27,HX 1823
2023-05-24,12:10,At gate 12:01,S31,AA 8893
2023-05-24,12:15,At gate 12:02,W48,QR 5847
2023-05-24,12:15,At gate 11:49,S109,HX 1203
2023-05-24,12:20,At gate 11:44,N10,9C 8715
2023-05-24,12:20,At gate 12:20,N8,CZ 309
2023-05-24,12:25,At gate 12:17,S11,AC 9795
2023-05-24,12:25,At gate 12:25,R17,UO 551
2023-05-24,12:30,At gate 12:24,W50,CX 365
2023-05-24,12:30,At gate 12:53,N28,UA 7907
2023-05-24,12:40,At gate 13:45,N10,SC 4789
2023-05-24,12:55,At gate 12:49,S25,CI 909
2023-05-24,12:55,At gate 12:45,N24,CX 489
2023-05-24,12:55,At gate 13:06,S23,GA 9770
2023-05-24,13:00,At gate 12:52,W67,QF 8228
2023-05-24,13:00,At gate 13:19,R15,CX 431
2023-05-24,13:05,At gate 13:06,N64,CA 111
2023-05-24,13:05,At gate 13:00,W71,QR 3459
2023-05-24,13:05,At gate 13:00,N70,CX 5821
2023-05-24,13:15,At gate 13:11,S2,JL 7041
2023-05-24,13:20,At gate 12:49,R14,CX 906
2023-05-24,13:30,At gate 13:58,N6,HA 5001
2023-05-24,13:40,At gate 13:59,N26,BA 031
2023-05-24,13:40,At gate 13:28,N7,HB 503
2023-05-24,13:45,At gate 13:44,R18,HX 679
2023-05-24,13:50,At gate 13:48,S45,QR 5841
2023-05-24,13:50,At gate 13:30,S29,CA 6536
2023-05-24,13:55,At gate 14:23,N5,SQ 892
2023-05-24,13:55,At gate 13:53,S33,CX 250
2023-05-24,14:05,At gate 14:17,W44,HO 3503
2023-05-24,14:10,At gate 14:58,N66,BR 2897
2023-05-24,14:10,At gate 13:48,W63,FJ 5459
2023-05-24,14:15,At gate 14:11,S47,CX 363
2023-05-24,14:20,At gate 14:08,W69,AA 8904
2023-05-24,14:20,At gate 14:01,N68,BA 4570
2023-05-24,14:25,At gate 13:53,W40,CA 419
2023-05-24,14:25,At gate 14:27,N32,HX 1825
2023-05-24,14:35,At gate 14:48,S25,FD 500
2023-05-24,14:40,At gate 14:31,N34,JL 7043
2023-05-24,14:40,At gate 14:09,N141,CZ 635
2023-05-24,14:45,At gate 14:52,S104,HU 8358
2023-05-24,14:55,At gate 14:35,N62,MU 503
2023-05-24,15:00,At gate 15:05,S27,HU 8051
2023-05-24,15:00,At gate 15:09,S3,AA 8908
2023-05-24,15:00,At gate 14:57,S35,VN 592
2023-05-24,15:05,At gate 15:11,S2,AA 8909
2023-05-24,15:05,At gate 15:13,N64,JU 8319
2023-05-24,15:10,At gate 15:29,R13,CX 608
2023-05-24,15:10,At gate 15:07,W123R,CX 5173
2023-05-24,15:15,At gate 14:44,N60,AC 9786
2023-05-24,15:20,At gate 15:15,W65,CX 495
2023-05-24,15:25,At gate 16:06,S29,NZ 4212
2023-05-24,15:30,At gate 15:26,R21,UO 601
2023-05-24,15:30,At gate 15:34,N10,UO 619
2023-05-24,15:35,At gate 15:11,N145,UQ 2637
2023-05-24,15:40,At gate 15:22,R18,UO 111
2023-05-24,15:45,At gate 15:37,N28,AE 5311
2023-05-24,15:45,At gate 15:39,S43,CX 256
2023-05-24,15:50,At gate 15:29,N70,CA 3361
2023-05-24,15:55,At gate 15:51,N7,CA 105
2023-05-24,15:55,At gate 15:34,W50,CA 427
2023-05-24,15:55,At gate 15:23,S109,HX 1201
2023-05-24,15:55,At gate 15:46,R17,UO 761
2023-05-24,15:55,At gate 16:14,S108,GJ 8053
2023-05-24,16:00,At gate 16:57,N8,CX 349
2023-05-24,16:00,At gate 15:51,W40,UO 851
2023-05-24,16:00,At gate 16:00,W44,FM 3023
2023-05-24,16:05,At gate 16:00,N68,MF 9039
2023-05-24,16:05,At gate 16:44,S25,TG 5867
2023-05-24,16:15,At gate 16:10,N32,TK 8721
2023-05-24,16:15,At gate 16:37,W48,CX 367
2023-05-24,16:15,At gate 16:12,N6,MF 8713
2023-05-24,16:25,At gate 16:39,W71,CA 109
2023-05-24,16:25,At gate 17:10,R16,UO 133
2023-05-24,16:30,At gate 16:22,N62,CI 915
2023-05-24,16:30,At gate 16:59,W42,AA 8950
2023-05-24,16:30,At gate 16:23,S103,HO 1305
2023-05-24,16:35,At gate 15:57,N9,MU 5015
2023-05-24,16:45,At gate 16:30,S49,ET 608
2023-05-24,16:45,At gate 16:23,R14,JL 7069
2023-05-24,16:45,At gate 16:48,S31,QR 5837
2023-05-24,16:45,At gate 17:15,S27,CX 6630
2023-05-24,16:50,At gate 16:49,N66,9C 8921
2023-05-24,16:55,At gate 17:07,S35,CA 6521
2023-05-24,17:00,At gate 16:46,W46,PR 306
2023-05-24,17:00,At gate 17:08,W69,CX 634
2023-05-24,17:10,At gate 17:07,R19,MU 2089
2023-05-24,17:15,At gate 17:00,N30,AA 8897
2023-05-24,17:15,At gate 16:59,S11,Z2 1264
2023-05-24,17:20,At gate 17:33,R15,UO 113
2023-05-24,17:30,At gate 17:24,N7,QF 4224
2023-05-24,17:35,At gate 17:35,S41,CA 6511
2023-05-24,17:40,At gate 17:46,N68,FM 809
2023-05-24,17:40,At gate 18:59,W42,WE 5638
2023-05-24,17:40,At gate 17:12,N70,3U 3959
2023-05-24,17:45,At gate 17:28,N28,AY 099
2023-05-24,17:45,At gate 18:15,N6,CX 254
2023-05-24,17:45,At gate 17:58,R21,HX 659
2023-05-24,17:50,At gate 18:42,N5,LY 8792
2023-05-24,17:50,At gate 18:27,N10,MF 8651
2023-05-24,18:00,At gate 18:07,W50,HU 8083
2023-05-24,18:00,At gate 18:25,S105,HB 541
2023-05-24,18:05,At gate 18:51,W48,QF 8224
2023-05-24,18:05,At gate 17:38,N60,EK 384
2023-05-24,18:10,At gate 18:08,W40,5J 112
2023-05-24,18:25,At gate 18:51,N32,HX 1831
2023-05-24,18:50,At gate 18:23,N62,VJ 876
2023-05-24,18:55,At gate 18:50,N9,CI 919
2023-05-24,18:55,At gate 18:41,S2,QR 5803
2023-05-24,18:55,At gate 18:37,S1,CX 831
2023-05-24,19:00,At gate 18:58,R19,UO 621
2023-05-24,19:00,At gate 19:08,W122R,CX 5631
2023-05-24,19:05,At gate 19:08,N66,FM 3013
2023-05-24,19:05,At gate 19:00,S11,FD 524
2023-05-24,19:10,At gate 19:59,N10,AK 239
2023-05-24,19:10,At gate 19:06,N141,UO 183
2023-05-24,19:15,At gate 19:33,W71,JL 7057
2023-05-24,19:20,At gate 19:21,R13,HX 776
2023-05-24,19:20,At gate 19:33,W44,CX 819
2023-05-24,19:35,At gate 19:31,W121L,HX 641
2023-05-24,19:35,At gate 19:50,S23,CX 6898
2023-05-24,19:45,At gate 19:35,R21,UO 115
2023-05-24,19:50,At gate 20:13,S109,HB 531
2023-05-24,19:55,At gate 20:21,S45,HX 693
2023-05-24,20:00,At gate 20:05,R15,AI 7161
2023-05-24,20:00,At gate 20:01,S31,QR 5843
2023-05-24,20:10,At gate 19:49,W40,CX 918
2023-05-24,20:10,At gate 20:29,W122L,UO 899
2023-05-24,20:25,At gate 21:20,S2,BA 4574
2023-05-24,20:30,At gate 20:41,R17,HU 8210
2023-05-24,20:30,At gate 20:22,W50,CX 369
2023-05-24,20:35,At gate 20:25,N34,CA 6501
2023-05-24,20:35,At gate 20:30,D306L,UO 639
2023-05-24,20:40,At gate 20:46,S11,AK 130
2023-05-24,20:45,At gate 20:41,S4,CX 473
2023-05-24,20:50,At gate 21:05,W42,CX 459
2023-05-24,20:50,At gate 23:51,S29,5J 114
2023-05-24,20:55,At gate 20:45,W48,TK 8875
2023-05-24,20:55,At gate 20:53,S47,QR 5815
2023-05-24,21:00,At gate 21:32,S35,JL 7061
2023-05-24,21:00,At gate 20:55,N145,UO 691
2023-05-24,21:00,At gate 21:04,R19,UO 871
2023-05-24,21:05,At gate 20:58,S101,CA 117
2023-05-24,21:05,At gate 21:26,W69,AA 8914
2023-05-24,21:20,At gate 21:34,N5,AA 8883
2023-05-24,21:25,At gate 21:11,N32,LX 9520
2023-05-24,21:30,At gate 21:37,S23,LA 5647
2023-05-24,21:30,At gate 21:19,W46,PG 4557
2023-05-24,21:30,At gate 21:13,N10,5J 120
2023-05-24,21:35,At gate 00:41 (25/05/2023),S27,PR 310
2023-05-24,21:35,At gate 21:50,S33,JU 8316
2023-05-24,21:45,At gate 21:53,N28,CI 921
2023-05-24,21:45,At gate 21:39,N64,LA 5645
2023-05-24,21:45,At gate 21:22,N36,JL 7067
2023-05-24,21:50,At gate 23:01,S11,HU 8362
2023-05-24,21:55,At gate 21:42,W71,CX 381
2023-05-24,21:55,At gate 21:34,S25,MH 9202
2023-05-24,21:55,At gate 21:57,N68,OM 5629
2023-05-24,22:00,At gate 21:55,R13,VN 3566
2023-05-24,22:00,At gate 22:05,N70,CX 979
2023-05-24,22:00,At gate 22:38,N60,TP 6360
2023-05-24,22:00,At gate 22:02,N24,HA 5381
2023-05-24,22:10,At gate 21:42,N62,AA 8907
2023-05-24,22:15,At gate 22:04,S102,HB 684
2023-05-24,22:30,At gate 23:04,N8,HX 1565
2023-05-24,22:30,At gate 22:45,N30,CX 991
2023-05-24,22:30,At gate 22:31,N7,EY 8503
2023-05-24,22:35,At gate 01:02 (25/05/2023),S33,CX 902
2023-05-24,22:55,At gate 22:52,W50,QR 3469
2023-05-24,23:00,At gate 23:13,S49,AA 8912
2023-05-24,23:05,At gate 22:56,N66,CX 479
2023-05-24,23:10,At gate 23:05,N10,CX 5744
2023-05-24,23:15,At gate 23:38,S104,BR 2891
2023-05-24,23:15,At gate 23:05,N144,UO 647
2023-05-24,23:30,At gate 23:24,N9,CX 989
2023-05-24,23:30,At gate 23:38,D305L,UO 703
2023-05-24,23:35,At gate 23:15,R16,UO 117
2023-05-24,23:50,At gate 23:45,N26,SQ 898
2023-05-24,23:50,At gate 23:50,R17,HU 8191
2023-05-24,23:50,At gate 23:35,W40,UO 689
2023-05-24,23:55,At gate 00:03 (25/05/2023),S45,MM 067
